P-ab,P-ac,P-bc,τ_ab,τ_abc,τ_max,ρ_a,ρ_b,ρ_c,ρ_ab,ρ_abc,θ,N,L
0.361,0.2868,0.3522,1,1.06,999999,4,0,0,0,0,0.01,10000,50
0.3579,0.2965,0.3456,1,1.06,999999,5,0,0,0,0,0.1,10000,50
0.3585,0.2929,0.3486,1,1.06,999999,5,0,0,0,0,0.01,10000,50
0.3652,0.2968,0.338,1,1.06,999999,6,0,0,0,0,0.1,10000,50
0.351,0.2964,0.3526,1,1.06,999999,6,0,0,0,0,0.01,10000,50
0.3422,0.2883,0.3695,1,1.06,999999,7,0,0,0,0,0.1,10000,50
0.3516,0.283,0.3654,1,1.06,999999,7,0,0,0,0,0.01,10000,50
0.3487,0.2988,0.3525,1,1.06,999999,8,0,0,0,0,0.1,10000,50
0.3512,0.2855,0.3633,1,1.06,999999,8,0,0,0,0,0.01,10000,50
0.3517,0.2832,0.3651,1,1.06,999999,9,0,0,0,0,0.1,10000,50
0.3472,0.2786,0.3742,1,1.06,999999,9,0,0,0,0,0.01,10000,50
0.3551,0.2804,0.3645,1,1.06,999999,10,0,0,0,0,0.1,10000,50
0.3508,0.2837,0.3655,1,1.06,999999,10,0,0,0,0,0.01,10000,50
0.3437,0.2848,0.3715,1,1.06,999999,11,0,0,0,0,0.1,10000,50
0.3385,0.2879,0.3736,1,1.06,999999,11,0,0,0,0,0.01,10000,50
0.3573,0.2851,0.3576,1,1.06,999999,12,0,0,0,0,0.1,10000,50
0.3428,0.2788,0.3784,1,1.06,999999,12,0,0,0,0,0.01,10000,50
0.3482,0.2764,0.3754,1,1.06,999999,13,0,0,0,0,0.1,10000,50
0.3388,0.2712,0.39,1,1.06,999999,13,0,0,0,0,0.01,10000,50
0.344,0.2824,0.3736,1,1.06,999999,14,0,0,0,0,0.1,10000,50
0.3501,0.2659,0.384,1,1.06,999999,14,0,0,0,0,0.01,10000,50
0.3451,0.2727,0.3822,1,1.06,999999,15,0,0,0,0,0.1,10000,50
0.3405,0.2716,0.3879,1,1.06,999999,15,0,0,0,0,0.01,10000,50
0.3501,0.2738,0.3761,1,1.06,999999,16,0,0,0,0,0.1,10000,50
0.3356,0.2778,0.3866,1,1.06,999999,16,0,0,0,0,0.01,10000,50
0.3498,0.2754,0.3748,1,1.06,999999,17,0,0,0,0,0.1,10000,50
0.3419,0.2666,0.3915,1,1.06,999999,17,0,0,0,0,0.01,10000,50
0.3467,0.2757,0.3776,1,1.06,999999,18,0,0,0,0,0.1,10000,50
0.3429,0.2677,0.3894,1,1.06,999999,18,0,0,0,0,0.01,10000,50
0.3415,0.2786,0.3799,1,1.06,999999,19,0,0,0,0,0.1,10000,50
0.3423,0.272,0.3857,1,1.06,999999,19,0,0,0,0,0.01,10000,50
0.3427,0.2741,0.3832,1,1.06,999999,20,0,0,0,0,0.1,10000,50
0.3365,0.2697,0.3938,1,1.06,999999,20,0,0,0,0,0.01,10000,50
0.3688,0.3164,0.3148,1,1.07,999999,0,0,0,0,0,0.1,10000,50
0.3807,0.3106,0.3087,1,1.07,999999,0,0,0,0,0,0.01,10000,50
0.3751,0.3044,0.3205,1,1.07,999999,1,0,0,0,0,0.1,10000,50
0.3765,0.3002,0.3233,1,1.07,999999,1,0,0,0,0,0.01,10000,50
0.3664,0.3017,0.3319,1,1.07,999999,2,0,0,0,0,0.1,10000,50
0.3702,0.2985,0.3313,1,1.07,999999,2,0,0,0,0,0.01,10000,50
0.3605,0.306,0.3335,1,1.07,999999,3,0,0,0,0,0.1,10000,50
